short_name,guitar_easy,guitar_medium,guitar_hard,guitar_expert,bass_easy,bass_medium,bass_hard,bass_expert,drums_easy,drums_medium,drums_hard,drums_expert,guitar_base_easy,guitar_base_medium,guitar_base_hard,guitar_base_expert,bass_base_easy,bass_base_medium,bass_base_hard,bass_base_expert,drums_base_easy,drums_base_medium,drums_base_hard,drums_base_expert,drums_allfills_easy,drums_allfills_medium,drums_allfills_hard,drums_allfills_expert,percussion_hits,nonpercussion_phrases,length
iftheworld,290,450,653,861,136,225,266,331,696,977,1338,1996,8229,14122,19428,25400,3400,5676,6967,8888,17400,24425,33450,49900,13700,19225,26550,39675,0,25,294.138481058
ifyouhavetoask,221,272,418,932,176,329,424,674,433,802,1000,1368,5714,11101,17627,30898,4661,8626,12070,18480,10825,20050,25000,34200,8550,15625,19275,26525,32,40,225.2266335
igetby,323,411,502,670,345,409,444,630,1033,1511,1606,1860,11308,16988,20830,27333,10239,12235,13989,18621,25825,37775,40150,46500,21550,31475,33250,38175,46,52,259.0968865
iknowwhereyou,190,353,579,768,164,205,208,214,531,954,1042,1147,4958,10402,20252,26163,5045,7303,8050,9091,13275,23850,26050,28675,10325,18425,19950,21800,0,28,190.079604
illstickaround,299,454,874,1057,251,412,824,920,717,1016,1580,1991,7586,22747,42380,54445,6461,10486,20960,23360,17925,25400,39500,49775,13975,20150,31050,38450,0,37,233.552888
ilovethisbar,288,457,671,854,299,395,600,624,1074,1640,1766,1939,8697,17082,25172,30411,7922,10667,19839,20439,26850,41000,44150,48475,21675,32725,34650,37650,72,45,342.335606
imageoftheinvisible,227,390,1038,1328,142,262,477,594,500,685,1101,1535,6527,13036,29742,37067,4592,7621,13014,15936,12500,17125,27525,38375,9975,13650,21700,29825,0,47,245.870284
imcryin,227,420,663,1045,221,415,716,845,534,820,1057,1501,5689,11842,23158,40884,5525,10375,18086,21291,13500,20725,26775,38000,10300,15575,19900,27700,24,35,223.229094867
imeighteenlive,170,318,514,725,182,351,516,676,600,948,1125,1303,4589,10865,17782,24491,4562,8793,13752,17838,15050,23750,28200,32675,12175,19275,22275,25425,0,34,269.055374
imgoneimgoing,239,402,592,731,265,486,823,968,646,831,1464,1770,6891,11468,26145,31353,6625,12240,20680,24443,16150,20775,36600,44250,12925,16300,28425,33975,0,47,207.531306875
imissyou,251,355,671,866,203,307,511,667,735,850,1592,1751,7106,20170,36282,43337,6767,9667,14767,18667,18375,21250,39800,43775,14475,16450,30800,34175,0,41,239.453948
imshippingup,148,294,464,687,125,246,323,383,278,413,676,972,3780,13210,20454,28504,3189,6214,9293,10793,7000,10425,17025,24450,5425,8300,13275,17975,0,12,155.59360875
imsosick,247,447,532,546,329,570,847,866,384,593,700,837,6893,21543,24868,27018,8333,14358,21296,22229,9600,14825,17500,20925,7650,11775,13375,15725,0,26,180.778808
inbloom,256,381,679,863,298,448,739,904,605,887,1261,1632,6534,12042,32360,39911,7450,11200,18538,23047,15125,22175,31525,40800,13275,19525,27150,34775,0,52,261.0522875
indestructible,376,461,714,1139,346,463,703,932,692,957,1316,1806,10030,17930,29894,42316,8998,11947,17947,24228,17300,23925,32900,45150,13775,19150,26200,35525,28,56,274.400587
indreams,194,257,390,515,132,134,164,186,489,721,745,875,5333,12891,17471,27045,3384,4991,5997,6940,12225,18025,18625,21875,9600,13975,14250,16600,0,28,173.049757
ineedamiracle,237,340,385,472,313,350,376,396,604,883,1275,1458,7613,10459,14678,18309,9071,10966,11624,12120,15100,22075,31875,36450,11675,17350,24425,27450,30,42,250.268892
insideout,257,298,556,671,221,371,411,543,471,768,988,1251,7358,15866,24773,29411,5825,10139,11340,16500,11775,19200,24700,31275,8825,14975,18725,23175,0,54,216.867847
insidethefire,283,517,881,1152,268,490,841,988,635,928,1309,1770,7279,14480,25968,35184,6919,12469,21400,25075,15875,23200,32725,44250,12225,18625,25975,35050,57,38,227.902101
interstatelovesong,251,277,411,587,207,312,476,512,475,768,977,1098,7278,9738,21649,29204,6177,8837,13635,14552,11875,19200,24425,27450,10925,17650,22675,25450,11,24,194.909956496
intoodeep,224,382,667,836,162,334,492,651,584,964,1171,1358,5696,15615,26815,33974,4050,8371,12465,16440,14600,24100,29275,33950,12125,20425,23950,27050,0,48,209.611758
intouch,290,337,393,482,200,239,241,241,315,420,564,685,8523,11138,15817,17818,6440,7427,7612,7612,7875,10500,14100,17125,6475,8675,11350,13600,36,34,212.17111
ipredictariot,213,307,418,600,276,448,602,767,704,1080,1812,2099,7896,14793,19909,26877,7641,12304,16613,22190,17600,27000,45300,52475,13875,21300,35525,39850,0,48,236.361978427
ironic,200,307,513,763,129,175,237,305,461,654,901,1231,5369,15048,23953,37399,4030,5448,7185,9325,11525,16350,22525,30775,8800,12350,17200,23650,0,66,231.119944
ironmaidenlive,196,370,597,960,146,280,578,923,636,937,1313,1845,5957,14236,22242,34175,3905,7255,15593,24254,15950,23500,32925,46300,13325,20025,27350,37950,0,47,315.9786315
irs,206,369,625,1017,222,301,434,554,645,1014,1303,1545,6258,12669,21549,34070,6624,8614,12464,15959,16125,25350,32575,38625,12875,20200,25125,29400,0,65,270.398686
istandalone,267,434,644,810,310,404,519,623,499,735,1142,1423,7293,16445,23111,28065,8098,10878,14473,17443,12475,18375,28550,35575,9700,14450,21975,26975,0,38,248.36028825
ithinkimparanoid,243,401,505,509,227,342,414,414,509,876,1257,1270,6152,10518,16180,19078,5849,8724,12083,12101,12725,21900,31425,31750,10800,18325,25950,26275,0,36,219.577419725
ithurts,455,580,970,1148,323,329,610,619,538,770,1414,1847,11800,18391,30664,35214,9359,9464,16513,16894,13450,19250,35350,46175,10200,14550,27025,35000,21,43,252.867156
itoldyouso,304,484,743,1009,235,465,681,940,826,1192,1470,1895,8464,17259,27045,36295,6101,11851,17473,24026,20650,29800,36750,47375,15900,23050,28000,36025,0,62,278.610264
itsmylife,232,272,333,426,308,364,489,595,665,1068,1212,1282,7333,10304,12277,15382,7940,9340,13131,15781,16625,26700,30300,32050,13200,20750,23450,24475,24,25,224.427023
iv,203,358,764,843,234,427,712,854,613,897,1249,1607,5561,10886,25992,30986,6714,12124,19269,22917,15325,22425,31225,40175,13700,20225,27600,35025,0,35,294.061521
iwannabeyourman,186,326,575,1109,182,312,542,972,583,817,1287,1556,5059,8559,20551,37754,4982,8250,14124,24939,14575,20425,32175,38900,12100,16725,26050,31325,0,39,188.25864481
iwantitall,178,277,418,739,177,266,383,459,519,793,994,1166,5377,10908,15509,24972,5357,7756,10927,13199,12975,19825,24850,29150,10725,16200,20050,23425,0,67,243.9263115
iwanttobreakfree,180,313,519,652,242,413,646,709,627,1045,1191,1282,5268,13221,20676,25042,6050,10325,16790,18365,15675,26125,29775,32050,13075,21575,24475,26200,45,34,246.753947
iwantyouback,161,325,454,761,170,289,368,566,263,552,631,719,4025,10300,16837,27402,4298,7273,10028,14978,6575,13800,15775,17975,5400,11925,13375,15200,0,55,202.336142
iwantyouto,189,378,828,1143,147,289,595,834,549,792,1264,1416,4739,17503,36528,48103,3703,7253,14908,20903,13725,19800,31600,35400,11150,15875,25350,28175,0,46,211.633879275
iwaswrong,280,393,620,752,222,400,581,691,590,901,1059,1205,7420,15171,22610,28944,5868,10450,15770,19821,14750,22525,26475,30125,10875,16975,19550,22025,50,43,237.361934
iwillnotbow,190,337,507,628,178,307,432,510,557,712,990,1206,5452,10705,17054,22064,5119,8533,12279,14979,13925,17800,24750,30150,10725,13400,18600,22650,0,40,219.994357675
iwontbackdown,201,367,486,549,215,321,540,648,539,926,980,996,5696,14846,18188,20451,5464,8114,13589,16289,13475,23150,24500,24900,11500,19750,20100,20100,32,34,177.638539625
jailbreak_live,455,713,1171,1664,613,726,1059,1060,1378,2023,3286,3555,14921,24241,41172,57093,16045,18870,27726,29146,34475,50625,82225,88950,26700,39200,63525,68425,0,65,691.872966
jailbreak_lizzy,384,489,654,1008,301,423,640,821,670,1024,1727,2335,11013,21032,27248,36935,8245,11346,17445,22857,16750,25600,43175,58375,12650,19850,33675,44100,44,48,272.088698
jamminme,263,378,615,787,268,400,582,686,1014,1472,1746,1852,7092,17971,30246,35812,6835,10731,16713,19202,25375,36850,43700,46375,19850,28950,33500,34950,0,47,258.994736044
janesays,415,591,1055,1455,228,340,393,405,501,1076,1356,1464,10387,25674,44994,56454,6581,9390,11151,11818,12525,26900,33900,36600,10800,21775,27825,29450,10,45,293.9135165
jeremy,273,368,543,710,345,498,656,825,654,910,1271,1549,9049,14991,21394,26693,9298,14072,18972,25118,16350,22750,31775,38725,12825,17400,23850,28675,0,60,319.944779533
jesuschristpose,388,610,1015,1687,462,695,1355,2378,648,995,1958,2794,11937,19134,35238,55778,11781,17618,34232,59755,16250,24950,49050,70025,12500,18850,36600,52700,88,42,353.058908069
jetlive,162,214,281,379,224,389,622,719,596,823,1219,1531,6939,12618,15504,17831,6800,11345,17815,20220,14950,20625,30525,38350,12450,17050,23875,28600,0,56,254.240776
johnnyguitar,200,322,473,571,195,367,555,656,474,706,1199,1403,5516,13967,20201,24063,5283,9679,14397,17236,11850,17650,29975,35075,10375,15375,26175,30150,0,35,176.151187
jokerandthe,566,578,952,1200,325,343,463,463,736,1071,1221,1516,15167,22380,31818,40523,11309,11873,14873,14873,18400,26775,30525,37900,16650,24100,26800,32500,44,32,281.17600401
jukeboxhero,271,332,574,585,334,587,739,739,755,918,1115,1206,8144,12833,22454,22832,9380,15705,19756,19756,18875,22950,27875,30150,16750,20375,24400,26325,34,37,264.722408
junkiesforfame,197,363,632,696,212,418,662,788,651,873,1165,1335,6200,14189,25266,27059,5300,10495,16610,20018,16275,21825,29125,33375,12025,16275,21175,24300,32,41,207.168012
justagirl,240,339,635,832,160,285,524,693,781,1045,1283,1485,6326,12154,21214,28891,4474,7599,13673,18088,19525,26125,32075,37125,15350,20325,24675,28500,0,39,201.95790975
justbreathe,177,341,588,977,120,147,223,241,680,710,1080,1439,4875,12186,19526,30004,4275,5340,7519,8036,17000,17750,27000,35975,13875,14475,22025,29450,0,39,217.8243535
justwhatineeded,389,393,730,793,356,392,693,742,667,1064,1249,1452,11221,13743,23409,26610,9464,10526,18069,19494,16675,26600,31225,36300,12500,20125,23675,27750,60,41,225.077919
kickstartmyheart,266,423,576,840,292,445,809,947,717,1015,1253,1679,9595,13485,27902,34935,9727,13750,22988,26420,17975,25475,31475,42200,14850,20250,24650,33000,0,62,284.564644
kidsdontfollow,215,308,554,839,217,309,509,658,357,630,1007,1404,5684,10339,22461,37002,5509,8157,13280,19143,8925,15750,25175,35100,6900,12400,18875,25675,0,27,149.862283
kidsinamerica,265,496,837,872,283,567,907,1101,629,900,1389,1775,7081,24262,37058,39745,7075,14175,22675,27813,15750,22550,34800,44475,12050,17275,26200,31925,124,37,215.838707
killedbydeath,278,420,773,1080,239,450,815,1019,655,1399,1624,2026,7556,16771,28290,37601,6233,19954,36865,44782,16400,35025,40650,50725,12800,27250,31025,38325,49,51,275.137955
killerqueen,108,178,234,310,132,214,288,323,317,489,578,660,3615,5992,7902,10680,4496,6558,8910,9785,7925,12225,14450,16500,7100,10950,12775,14450,0,27,179.367042667
killingjar,240,453,826,911,254,522,918,968,502,706,1297,1660,6951,15274,26414,28549,6686,13386,23496,24746,12550,17650,32425,41500,9500,13275,24475,31525,0,57,248.594192
kingsandqueens,312,487,828,1066,249,489,729,992,762,1022,1648,2291,8778,15390,24165,36872,7562,13632,19655,26247,19050,25550,41200,57275,14700,20125,32025,44850,0,48,327.266954562
kissthemforme,221,487,1001,1479,313,524,653,966,751,1098,1250,1654,5525,19724,35651,49476,7876,13151,16376,24201,18775,27450,31250,41350,14450,20925,23775,31850,0,32,302.966784
knightonthetown,200,290,485,771,180,340,504,682,647,960,1198,1403,5763,13490,22073,30935,5090,9222,13847,18426,16175,24000,29950,35075,13025,19425,23675,27625,0,42,209.328526
knowyourenemy,253,366,613,765,185,266,470,542,498,785,988,1195,6363,15437,26723,31121,4625,6661,11897,13713,12450,19625,24700,29875,9650,15325,18850,21800,0,53,192.442783538
koolthing,369,427,810,945,384,472,733,802,685,1043,1883,2339,12201,17592,30448,34182,11166,13541,19177,22316,17125,26075,47075,58475,13750,20800,35375,42925,52,47,247.875894
kryptonite,306,424,633,790,184,266,405,413,722,936,1271,1542,8280,14646,20612,25991,5972,8021,11496,12600,18050,23400,31775,38550,14500,18350,24775,29825,0,57,239.35385575
kungfufighting,207,347,719,1072,205,345,557,624,541,812,971,1264,5175,17075,25125,45025,5125,8625,13943,15618,13525,20300,24275,31600,10775,16150,18900,24100,0,48,197.092274538
ladybug,183,284,505,718,114,242,332,449,376,479,735,1151,4713,7238,19722,25207,2949,6149,11992,15258,9400,11975,18375,28775,7250,9225,14200,22225,12,39,154.767237175
laidtorest,255,537,971,1293,278,611,1061,1314,657,899,1214,1641,6427,14021,27112,35496,6986,15315,26575,32999,16425,22475,30350,41025,13075,17975,23550,30325,0,37,229.015172
lalaloveyou,139,195,280,339,134,262,515,541,636,852,943,1111,4087,7843,12679,15224,3542,6757,13100,13759,15900,21300,23575,27775,13200,17675,19375,22725,35,24,167.34064825
last,327,545,610,723,315,594,1005,1416,785,1304,1514,1904,8607,14024,26569,30106,7875,14850,25137,35412,19625,32600,37850,47600,14800,25100,29100,36400,0,56,289.67658275
lastofmykind,278,468,769,934,326,600,1029,1189,648,1003,1353,1789,8572,15232,23894,29943,8150,15009,26387,30549,16200,25075,33825,44725,12775,19625,25850,33750,0,41,349.489846
lastoftheamerican,166,310,473,658,217,427,642,872,517,1134,1273,1426,4921,11833,17896,23582,5700,10950,16405,22155,12925,28350,31825,35650,10175,22225,25025,27850,0,43,234.342045
lastonetodie,162,315,529,618,147,275,439,508,455,662,927,1152,4506,12509,24306,28072,3675,6875,11572,13297,11375,16550,23175,28800,9300,13550,18050,21175,17,29,145.4658955
lastresort,146,275,744,1091,145,236,464,765,447,690,951,1144,3650,10000,29016,39199,3625,5900,11608,19166,11175,17250,23775,28600,8850,13700,18575,22225,0,61,202.555283906
lasttraintoclarksville,308,394,570,668,265,265,293,295,479,652,852,1048,10944,14154,18677,23728,9040,9004,10574,10894,11975,16300,21300,26200,10000,13900,18325,22400,31,43,183.7408075
lazyeye,399,590,1155,1514,419,638,1203,1373,1211,1935,2266,2642,11410,24298,46896,59880,10553,16028,30153,35321,30275,48375,56650,66050,24450,37625,43675,50700,128,24,356.481307
learntofly,356,453,712,744,336,411,636,636,720,897,1205,1475,9918,20198,28117,33411,9852,11901,17607,17607,18000,22425,30125,36875,14225,17625,23175,28125,0,47,237.916774
leavinghere,182,305,387,443,158,257,323,369,555,811,968,1543,5318,9881,19813,24155,4343,6689,9098,10427,13900,20300,24250,38650,10825,15925,18625,29800,16,27,172.7707515
lenny,325,409,610,970,234,342,428,580,320,486,528,578,8635,13271,19179,30236,6211,9285,11840,15949,8000,12150,13200,14450,6375,9525,9875,10825,0,0,302.0033661
lesstalkmorerokk,468,815,917,1428,435,673,853,1089,665,1203,1489,2068,12540,21843,25280,38268,11272,17222,21812,27712,16625,30075,37225,51700,13250,24300,29775,41275,0,52,303.731310333
letitallhangout,149,228,379,452,157,268,470,523,481,811,1029,1123,4478,9877,16696,18814,4284,7059,12244,13618,12025,20275,25725,28075,9825,16200,20325,22075,0,53,201.788868
letloverule,213,435,843,1109,187,355,577,744,724,1187,1528,1617,6000,16539,29279,44544,5730,10001,15615,21113,18100,29675,38200,40425,14475,24175,30525,32175,36,42,348.8242475
letsdance,167,260,367,496,242,402,534,626,808,1212,1356,1569,5545,12955,17815,23105,6818,10830,14449,16761,20200,30300,33900,39225,15950,23875,26250,30075,0,33,293.253979
letthereberock,306,588,1015,1468,495,901,1595,1595,1230,1747,2010,3157,8508,19932,31175,45950,12765,22918,40481,43700,30775,43700,50300,86225,23575,33225,38475,67775,247,39,369.004906
letthereberock_live,458,775,1445,2183,818,1285,2253,2594,1795,2664,3269,4608,16662,31884,49863,73803,20972,32647,56880,71177,44900,66650,81775,115275,35100,51725,63425,89450,0,48,565.854278
levitate,236,418,769,1170,204,378,607,1055,691,998,1501,1968,6891,13865,26210,39238,5769,10128,16468,27686,17275,24950,37525,49200,14250,20625,30400,40200,94,43,285.112238
liar,259,471,683,895,273,502,729,961,646,923,1221,1725,6760,21396,34045,45810,7476,13256,19137,25221,16150,23075,30525,43125,12550,17675,23100,32225,0,44,187.994874
lieslieslies,482,823,1322,1852,470,839,1319,1711,903,1385,2140,2922,12122,20647,35453,65777,11786,21011,33029,43171,22575,34625,53500,73050,17275,26625,40250,53525,0,50,316.298928
lifeisahighway,334,484,662,920,337,507,614,737,819,1208,1364,1592,9015,19204,25016,32457,8612,13252,16308,19380,20475,30200,34100,39800,16100,24000,26150,29200,0,66,253.5447625
lifeisbeautiful,291,461,648,806,300,469,902,1192,420,613,854,1089,7671,12597,19751,24119,7500,11725,22550,29800,10500,15325,21350,27225,8350,12100,16725,21075,0,40,219.340225
lifeline,280,462,932,1278,175,329,590,634,566,792,1014,1181,7282,15914,34720,46886,5065,8927,16196,17426,14150,19800,25350,29525,11625,15875,19575,22575,0,32,237.7312865
likeafool,216,430,662,870,223,419,576,744,563,841,1077,1440,5418,13773,24245,30188,5647,10686,15425,19588,14075,21025,26925,36000,11450,17225,21225,29125,0,50,212.211971
limelight,319,429,642,681,338,418,692,717,681,998,1438,1806,8899,15019,21730,25949,9422,11563,18512,19960,17125,25075,36100,45325,13450,20150,27875,34750,53,32,262.944871
limelight2,310,427,656,793,338,419,691,741,661,1021,1516,1922,8815,14988,22033,32450,9371,11510,18400,20391,16575,25625,38050,48225,13450,20525,29475,36275,53,36,265.586072
linger,214,335,670,1026,183,276,312,334,533,901,1566,1750,5887,14301,29120,46020,4905,8994,10713,11722,13325,22525,39150,43750,9900,17550,29800,33500,0,52,275.52128
lisztomania,178,334,580,1090,128,220,342,455,590,727,944,1132,4664,10446,19062,36152,4472,6993,10250,13075,14750,18175,23600,28300,12600,15275,19425,22725,0,69,242.4528165
lithiumlive,264,508,664,1059,218,348,489,684,514,799,1086,1237,6657,21538,30086,40401,5507,8757,14037,18930,12850,19975,27150,30925,10225,15475,20525,23000,0,55,262.33266
littleofyourtime,142,205,269,366,105,156,199,220,372,430,804,876,3580,5461,10290,16123,2625,3900,5233,6259,9300,10750,20100,21900,7275,8350,15425,16725,0,41,141.249774
littlesister,308,422,773,780,283,431,667,735,617,793,1050,1417,7984,14167,29209,35186,7165,10865,16765,18465,15425,19825,26250,35425,13825,17550,22925,30850,0,29,174.448924375
liveforever,329,364,489,650,358,358,516,601,831,1161,1289,1487,10321,12784,18113,24998,10553,10553,14575,16332,20775,29025,32225,37175,15925,22550,23875,27625,63,46,279.1114
livinatthecorner,195,235,479,772,145,247,344,392,610,1042,1339,1617,4875,9675,16525,24289,3625,6175,9642,10842,15250,26050,33475,40425,12125,20675,25925,30625,0,80,223.847815
livinonaprayer,243,335,579,642,433,727,926,943,689,999,1176,1280,7467,13840,20422,23305,10915,18268,23279,24121,17225,24975,29400,32000,13600,19500,22425,24175,24,49,261.61449925
lonelyasyou,300,518,859,1126,293,522,907,1093,671,919,1421,1739,7885,18958,31595,44522,7325,13050,22895,27837,16775,22975,35525,43475,13300,18425,27875,32650,0,56,279.220557
losingmyreligion,274,407,717,911,229,281,345,364,867,1483,1523,1618,6898,18613,33823,39665,8137,10655,12795,13606,21675,37075,38075,40450,16800,28600,28975,30850,0,49,271.568075
loungeact,165,265,385,575,181,306,522,546,398,583,947,1101,4731,12091,20693,26068,4717,8229,13845,15447,9950,14575,23675,27525,7975,11600,18425,21300,0,37,155.071384
lovelikewinter,146,240,376,837,95,177,230,326,442,699,844,948,3816,8953,14009,27059,2375,4425,6062,8462,11050,17475,21100,23700,8975,14475,17300,19075,0,33,164.0188185
lovemyway,183,288,447,532,200,308,466,512,816,1292,1404,1448,5985,17963,26636,34644,5387,8387,12427,13577,20400,32300,35100,36200,15975,25200,26300,27025,0,31,221.9760975
